issue,number,link,trimmed_list_lemmatize,trimmed_list_stemming
trie/database on insert - panic: runtime error: invalid memory address or nil pointer dereference,17280,https://github.com/ethereum/go-ethereum/issues/17280,"['triedatabase', 'insert', 'panic', 'runtime', 'error', 'invalid', 'memory', 'address', 'nil', 'pointer', 'dereference']","['trie', 'databas', 'insert', 'panic', 'runtim', 'error', 'invalid', 'memori', 'address', 'nil', 'pointer', 'derefer']"
cmd/puppeth: split banned ethstats addresses over columns,17279,https://github.com/ethereum/go-ethereum/issues/17279,"['cmdpuppeth', 'split', 'banned', 'ethstats', 'address', 'column']","['cmd', 'puppeth', 'split', 'ban', 'ethstat', 'address', 'column']"
core: fix some small typos on comment code,17278,https://github.com/ethereum/go-ethereum/issues/17278,"['core', 'fix', 'small', 'typo', 'comment', 'code']","['core', 'fix', 'small', 'typo', 'comment', 'code']"
Swarm http unittests,17277,https://github.com/ethereum/go-ethereum/issues/17277,"['swarm', 'http', 'unittests']","['swarm', 'http', 'unittest']"
swarm/api: remove ioutil.ReadAll for HandleGetFiles,17276,https://github.com/ethereum/go-ethereum/issues/17276,"['swarmapi', 'remove', 'ioutilreadall', 'handlegetfiles']","['swarm', 'api', 'remov', 'ioutil', 'readal', 'handlegetfil']"
function miner.start() return null,17275,https://github.com/ethereum/go-ethereum/issues/17275,"['function', 'minerstart', 'return', 'null']","['function', 'miner', 'start', 'return', 'null']"
p2p/discv5: fix idx can be negative after uint convert to int(can cause crash),17274,https://github.com/ethereum/go-ethereum/issues/17274,"['p2pdiscv5', 'fix', 'idx', 'negative', 'uint', 'convert', 'intcan', 'cause', 'crash']","['p2p', 'discv5', 'fix', 'idx', 'neg', 'uint', 'convert', 'int', 'caus', 'crash']"
core: catch error if rlp.Encode failed,17273,https://github.com/ethereum/go-ethereum/issues/17273,"['core', 'catch', 'error', 'rlpencode', 'failed']","['core', 'catch', 'error', 'rlp', 'encod', 'fail']"
les: don't bother cmManager if client request cost exceeds the limit,17272,https://github.com/ethereum/go-ethereum/issues/17272,"['le', 'dont', 'bother', 'cmmanager', 'client', 'request', 'cost', 'exceeds', 'limit']","['le', 'bother', 'cmmanag', 'client', 'request', 'cost', 'exce', 'limit']"
"have a test,thank you.",17271,https://github.com/ethereum/go-ethereum/issues/17271,['testthank'],"['test', 'thank']"
How to force a transaction to be transferred to the signer nodes right after it is sent to the network?,17270,https://github.com/ethereum/go-ethereum/issues/17270,"['how', 'force', 'transaction', 'transferred', 'signer', 'node', 'right', 'sent', 'network']","['how', 'forc', 'transact', 'transfer', 'signer', 'node', 'right', 'sent', 'network']"
哈哈哈哈,17269,https://github.com/ethereum/go-ethereum/issues/17269,['哈哈哈哈'],['哈哈哈哈']
getBlock('latest')  number is 0,17268,https://github.com/ethereum/go-ethereum/issues/17268,"['getblocklatest', 'number', '0']","['getblock', 'latest', 'number', '0']"
all: simplify switches,17267,https://github.com/ethereum/go-ethereum/issues/17267,"['simplify', 'switch']","['simplifi', 'switch']"
dashboard: append to the proper slice,17266,https://github.com/ethereum/go-ethereum/issues/17266,"['dashboard', 'append', 'proper', 'slice']","['dashboard', 'append', 'proper', 'slice']"
all: avoid copying arrays in loops,17265,https://github.com/ethereum/go-ethereum/issues/17265,"['avoid', 'copying', 'array', 'loop']","['avoid', 'copi', 'array', 'loop']"
"iOS pod update `pod 'Geth', '~> 1.8.13-unstable.14533'`  failed",17263,https://github.com/ethereum/go-ethereum/issues/17263,"['ios', 'pod', 'update', 'pod', 'geth', '1813unstable14533', 'failed']","['io', 'pod', 'updat', 'pod', 'geth', '1', '8', '13', 'unstabl', '14533', 'fail']"
Ropsten chain not working,17262,https://github.com/ethereum/go-ethereum/issues/17262,"['ropsten', 'chain', 'working']","['ropsten', 'chain', 'work']"
Full Sync fails on block 3804607 with BAD BLOCK ERROR: invalid gas used,17261,https://github.com/ethereum/go-ethereum/issues/17261,"['full', 'sync', 'fails', 'block', '3804607', 'bad', 'block', 'error', 'invalid', 'gas', 'used']","['full', 'sync', 'fail', 'block', '3804607', 'bad', 'block', 'error', 'invalid', 'ga', 'use']"
p2p: fix rare deadlock in Stop,17260,https://github.com/ethereum/go-ethereum/issues/17260,"['p2p', 'fix', 'rare', 'deadlock', 'stop']","['p2p', 'fix', 'rare', 'deadlock', 'stop']"
rpc: correct typo and comments,17259,https://github.com/ethereum/go-ethereum/issues/17259,"['rpc', 'correct', 'typo', 'comment']","['rpc', 'correct', 'typo', 'comment']"
rpc: typo and comments,17258,https://github.com/ethereum/go-ethereum/issues/17258,"['rpc', 'typo', 'comment']","['rpc', 'typo', 'comment']"
rpc: typo and comments,17257,https://github.com/ethereum/go-ethereum/issues/17257,"['rpc', 'typo', 'comment']","['rpc', 'typo', 'comment']"
Do not exclude symlink key files,17256,https://github.com/ethereum/go-ethereum/issues/17256,"['do', 'exclude', 'symlink', 'key', 'file']","['do', 'exclud', 'symlink', 'key', 'file']"
rpc: typo and comments,17255,https://github.com/ethereum/go-ethereum/issues/17255,"['rpc', 'typo', 'comment']","['rpc', 'typo', 'comment']"
Geth (web3 and RPC) error when response contains large amounts of data,17254,https://github.com/ethereum/go-ethereum/issues/17254,"['geth', 'web3', 'rpc', 'error', 'response', 'contains', 'large', 'amount', 'data']","['geth', 'web3', 'rpc', 'error', 'respons', 'contain', 'larg', 'amount', 'data']"
Mock bootnodes addresses,17253,https://github.com/ethereum/go-ethereum/issues/17253,"['mock', 'bootnodes', 'address']","['mock', 'bootnod', 'address']"
build: noop clean during travis debsrc assembly step,17252,https://github.com/ethereum/go-ethereum/issues/17252,"['build', 'noop', 'clean', 'travis', 'debsrc', 'assembly', 'step']","['build', 'noop', 'clean', 'travi', 'debsrc', 'assembl', 'step']"
"build: deprecated ubuntu artful, enable ubuntu cosmic",17251,https://github.com/ethereum/go-ethereum/issues/17251,"['build', 'deprecated', 'ubuntu', 'artful', 'enable', 'ubuntu', 'cosmic']","['build', 'deprec', 'ubuntu', 'art', 'enabl', 'ubuntu', 'cosmic']"
build: fix bash->sh function declaration,17250,https://github.com/ethereum/go-ethereum/issues/17250,"['build', 'fix', 'bashsh', 'function', 'declaration']","['build', 'fix', 'bash', 'sh', 'function', 'declar']"
Update flags.go,17249,https://github.com/ethereum/go-ethereum/issues/17249,"['update', 'flagsgo']","['updat', 'flag', 'go']"
Prevent usage of invalid command or bootnodes,17248,https://github.com/ethereum/go-ethereum/issues/17248,"['prevent', 'usage', 'invalid', 'command', 'bootnodes']","['prevent', 'usag', 'invalid', 'command', 'bootnod']"
build: add targets for static linking,17247,https://github.com/ethereum/go-ethereum/issues/17247,"['build', 'add', 'target', 'static', 'linking']","['build', 'add', 'target', 'static', 'link']"
could you tell me how to use the Executables evm？,17246,https://github.com/ethereum/go-ethereum/issues/17246,"['could', 'tell', 'use', 'executables', 'evm']","['could', 'tell', 'use', 'execut', 'evm']"
"internal, vendor: update Azure blobstore API",17245,https://github.com/ethereum/go-ethereum/issues/17245,"['internal', 'vendor', 'update', 'azure', 'blobstore', 'api']","['intern', 'vendor', 'updat', 'azur', 'blobstor', 'api']"
core: fix typo in comment code,17244,https://github.com/ethereum/go-ethereum/issues/17244,"['core', 'fix', 'typo', 'comment', 'code']","['core', 'fix', 'typo', 'comment', 'code']"
Fixed typo addresssByHeartbeat -> addressesByHeartbeat,17243,https://github.com/ethereum/go-ethereum/issues/17243,"['fixed', 'typo', 'addresssbyheartbeat', 'addressesbyheartbeat']","['fix', 'typo', 'addresssbyheartbeat', 'addressesbyheartbeat']"
how use jsonrpc invoking self-build （local）contract,17242,https://github.com/ethereum/go-ethereum/issues/17242,"['use', 'jsonrpc', 'invoking', 'selfbuild', 'localcontract']","['use', 'jsonrpc', 'invok', 'self', 'build', 'local', 'contract']"
Merge netsim mig to master,17241,https://github.com/ethereum/go-ethereum/issues/17241,"['merge', 'netsim', 'mig', 'master']","['merg', 'netsim', 'mig', 'master']"
rpc: Make HTTP server timeout values configurable,17240,https://github.com/ethereum/go-ethereum/issues/17240,"['rpc', 'make', 'http', 'server', 'timeout', 'value', 'configurable']","['rpc', 'make', 'http', 'server', 'timeout', 'valu', 'configur']"
crypto/secp256k1: remove external LGPL dependencies,17239,https://github.com/ethereum/go-ethereum/issues/17239,"['cryptosecp256k1', 'remove', 'external', 'lgpl', 'dependency']","['crypto', 'secp256k1', 'remov', 'extern', 'lgpl', 'depend']"
"Failed to build Solidity contract - ""...MintableToken.sol"" not found: File not found.",17238,https://github.com/ethereum/go-ethereum/issues/17238,"['failed', 'build', 'solidity', 'contract', 'mintabletokensol', 'found', 'file', 'found']","['fail', 'build', 'solid', 'contract', 'mintabletoken', 'sol', 'found', 'file', 'found']"
Fails to compile with go1.11beta2,17237,https://github.com/ethereum/go-ethereum/issues/17237,"['fails', 'compile', 'go111beta2']","['fail', 'compil', 'go1', '11beta2']"
core: fix comment typo,17236,https://github.com/ethereum/go-ethereum/issues/17236,"['core', 'fix', 'comment', 'typo']","['core', 'fix', 'comment', 'typo']"
"bloombits, light: fix typo",17235,https://github.com/ethereum/go-ethereum/issues/17235,"['bloombits', 'light', 'fix', 'typo']","['bloombit', 'light', 'fix', 'typo']"
eth/filters: improve error message for invalid filter topics,17234,https://github.com/ethereum/go-ethereum/issues/17234,"['ethfilters', 'improve', 'error', 'message', 'invalid', 'filter', 'topic']","['eth', 'filter', 'improv', 'error', 'messag', 'invalid', 'filter', 'topic']"
swarm: README.md,17233,https://github.com/ethereum/go-ethereum/issues/17233,"['swarm', 'readmemd']","['swarm', 'readm', 'md']"
Restarting Geth loses all transactions?,17232,https://github.com/ethereum/go-ethereum/issues/17232,"['restarting', 'geth', 'loses', 'transaction']","['restart', 'geth', 'lose', 'transact']"
swarm: client-side MRU signatures ; BMT fixes ; network simulation tests,17231,https://github.com/ethereum/go-ethereum/issues/17231,"['swarm', 'clientside', 'mru', 'signature', 'bmt', 'fix', 'network', 'simulation', 'test']","['swarm', 'client', 'side', 'mru', 'signatur', 'bmt', 'fix', 'network', 'simul', 'test']"
p2p: token is useless in xxxEncHandshake,17230,https://github.com/ethereum/go-ethereum/issues/17230,"['p2p', 'token', 'useless', 'xxxenchandshake']","['p2p', 'token', 'useless', 'xxxenchandshak']"
eth_getTransactionReceipt  result is different,17229,https://github.com/ethereum/go-ethereum/issues/17229,"['eth_gettransactionreceipt', 'result', 'different']","['eth_gettransactionreceipt', 'result', 'differ']"
I can't get the msg.sender,17228,https://github.com/ethereum/go-ethereum/issues/17228,"['i', 'cant', 'get', 'msgsender']","['i', 'get', 'msg', 'sender']"
[Ropsten] Deep chain reorg breaks chain processor,17227,https://github.com/ethereum/go-ethereum/issues/17227,"['ropsten', 'deep', 'chain', 'reorg', 'break', 'chain', 'processor']","['ropsten', 'deep', 'chain', 'reorg', 'break', 'chain', 'processor']"
[WIP] Upstream 1.8.12 - Don't merge,17226,https://github.com/ethereum/go-ethereum/issues/17226,"['wip', 'upstream', '1812', 'dont', 'merge']","['wip', 'upstream', '1', '8', '12', 'don', 'merg']"
crypto/secp256k1: unify the package license to 3-Clause BSD,17225,https://github.com/ethereum/go-ethereum/issues/17225,"['cryptosecp256k1', 'unify', 'package', 'license', '3clause', 'bsd']","['crypto', 'secp256k1', 'unifi', 'packag', 'licens', '3', 'claus', 'bsd']"
"eth, rpc: fix missing parentheses in doc",17224,https://github.com/ethereum/go-ethereum/issues/17224,"['eth', 'rpc', 'fix', 'missing', 'parenthesis', 'doc']","['eth', 'rpc', 'fix', 'miss', 'parenthes', 'doc']"
p2p: use tuple instead of index of for range,17223,https://github.com/ethereum/go-ethereum/issues/17223,"['p2p', 'use', 'tuple', 'instead', 'index', 'range']","['p2p', 'use', 'tupl', 'instead', 'index', 'rang']"
"Error encountered, bailing. Network state unknown. Review successful transactions manually. Error: insufficient funds for gas * price + value",17222,https://github.com/ethereum/go-ethereum/issues/17222,"['error', 'encountered', 'bailing', 'network', 'state', 'unknown', 'review', 'successful', 'transaction', 'manually', 'error', 'insufficient', 'fund', 'gas', 'price', 'value']","['error', 'encount', 'bail', 'network', 'state', 'unknown', 'review', 'success', 'transact', 'manual', 'error', 'insuffici', 'fund', 'ga', 'price', 'valu']"
curl for eth_newPendingTransactionFilter hangs up sometimes and doen't release the connection,17221,https://github.com/ethereum/go-ethereum/issues/17221,"['curl', 'eth_newpendingtransactionfilter', 'hang', 'sometimes', 'doent', 'release', 'connection']","['curl', 'eth_newpendingtransactionfilt', 'hang', 'sometim', 'doen', 'releas', 'connect']"
eth/tracers: fix noop tracer,17220,https://github.com/ethereum/go-ethereum/issues/17220,"['ethtracers', 'fix', 'noop', 'tracer']","['eth', 'tracer', 'fix', 'noop', 'tracer']"
HTTP ReadTimeout/WriteTimeout causing unnecessary errors.,17219,https://github.com/ethereum/go-ethereum/issues/17219,"['http', 'readtimeoutwritetimeout', 'causing', 'unnecessary', 'error']","['http', 'readtimeout', 'writetimeout', 'caus', 'unnecessari', 'error']"
EVM doesn't load genesis file properly,17216,https://github.com/ethereum/go-ethereum/issues/17216,"['evm', 'doesnt', 'load', 'genesis', 'file', 'properly']","['evm', 'load', 'genesi', 'file', 'properli']"
Geth light mode never stops,17215,https://github.com/ethereum/go-ethereum/issues/17215,"['geth', 'light', 'mode', 'never', 'stop']","['geth', 'light', 'mode', 'never', 'stop']"
core: fixed typo,17214,https://github.com/ethereum/go-ethereum/issues/17214,"['core', 'fixed', 'typo']","['core', 'fix', 'typo']"
"requests.exceptions.ConnectionError: ('Connection aborted.', BadStatusLine(""''"",))",17213,https://github.com/ethereum/go-ethereum/issues/17213,"['requestsexceptionsconnectionerror', 'connection', 'aborted', 'badstatusline']","['request', 'except', 'connectionerror', 'connect', 'abort', 'badstatuslin']"
downloads: check that release name of Blobs start with geth,17212,https://github.com/ethereum/go-ethereum/issues/17212,"['downloads', 'check', 'release', 'name', 'blobs', 'start', 'geth']","['download', 'check', 'releas', 'name', 'blob', 'start', 'geth']"
Error: no suitable peers available,17211,https://github.com/ethereum/go-ethereum/issues/17211,"['error', 'suitable', 'peer', 'available']","['error', 'suitabl', 'peer', 'avail']"
core: sanitize more TxPoolConfig fields,17210,https://github.com/ethereum/go-ethereum/issues/17210,"['core', 'sanitize', 'txpoolconfig', 'field']","['core', 'sanit', 'txpoolconfig', 'field']"
"geth node does not promote transactions from ""queued"" to ""pending""",17209,https://github.com/ethereum/go-ethereum/issues/17209,"['geth', 'node', 'promote', 'transaction', 'queued', 'pending']","['geth', 'node', 'promot', 'transact', 'queu', 'pend']"
" core, params: implement EIP-1087, net storage gas metering",17208,https://github.com/ethereum/go-ethereum/issues/17208,"['core', 'params', 'implement', 'eip1087', 'net', 'storage', 'gas', 'metering']","['core', 'param', 'implement', 'eip', '1087', 'net', 'storag', 'ga', 'meter']"
core/state: dedup storage trie traversals on same value rewrites,17207,https://github.com/ethereum/go-ethereum/issues/17207,"['corestate', 'dedup', 'storage', 'trie', 'traversal', 'value', 'rewrite']","['core', 'state', 'dedup', 'storag', 'trie', 'travers', 'valu', 'rewrit']"
consensus/clique: replace bubble sort by golang stable sort,17206,https://github.com/ethereum/go-ethereum/issues/17206,"['consensusclique', 'replace', 'bubble', 'sort', 'golang', 'stable', 'sort']","['consensu', 'cliqu', 'replac', 'bubbl', 'sort', 'golang', 'stabl', 'sort']"
where is  chat room ?,17205,https://github.com/ethereum/go-ethereum/issues/17205,"['chat', 'room']","['chat', 'room']"
noob question     clique POA is rollback sheme ?,17204,https://github.com/ethereum/go-ethereum/issues/17204,"['noob', 'question', 'clique', 'poa', 'rollback', 'sheme']","['noob', 'question', 'cliqu', 'poa', 'rollback', 'sheme']"
noob question     clique POA is rollback sheme ?,17203,https://github.com/ethereum/go-ethereum/issues/17203,"['noob', 'question', 'clique', 'poa', 'rollback', 'sheme']","['noob', 'question', 'cliqu', 'poa', 'rollback', 'sheme']"
"core/vm, params: implement EXTCODEHASH opcode",17202,https://github.com/ethereum/go-ethereum/issues/17202,"['corevm', 'params', 'implement', 'extcodehash', 'opcode']","['core', 'vm', 'param', 'implement', 'extcodehash', 'opcod']"
add debug.getLevelDbKey,17201,https://github.com/ethereum/go-ethereum/issues/17201,"['add', 'debuggetleveldbkey']","['add', 'debug', 'getleveldbkey']"
Not generating new account,17200,https://github.com/ethereum/go-ethereum/issues/17200,"['not', 'generating', 'new', 'account']","['not', 'gener', 'new', 'account']"
Block Syncing Freezes Intermittently,17199,https://github.com/ethereum/go-ethereum/issues/17199,"['block', 'syncing', 'freezes', 'intermittently']","['block', 'sync', 'freez', 'intermitt']"
accounts/abi: refactor Method#Sig() to use index in range iterator di…,17198,https://github.com/ethereum/go-ethereum/issues/17198,"['accountsabi', 'refactor', 'methodsig', 'use', 'index', 'range', 'iterator', 'di']","['account', 'abi', 'refactor', 'method', 'sig', 'use', 'index', 'rang', 'iter', 'di']"
core: add unit tests to GasPool,17197,https://github.com/ethereum/go-ethereum/issues/17197,"['core', 'add', 'unit', 'test', 'gaspool']","['core', 'add', 'unit', 'test', 'gaspool']"
"core, crypto, params: implement CREATE2 evm instrction",17196,https://github.com/ethereum/go-ethereum/issues/17196,"['core', 'crypto', 'params', 'implement', 'create2', 'evm', 'instrction']","['core', 'crypto', 'param', 'implement', 'create2', 'evm', 'instrction']"
Contract not deploying from etherbase node in private network,17195,https://github.com/ethereum/go-ethereum/issues/17195,"['contract', 'deploying', 'etherbase', 'node', 'private', 'network']","['contract', 'deploy', 'etherbas', 'node', 'privat', 'network']"
Can not use `←` & `→` keys in geth console,17194,https://github.com/ethereum/go-ethereum/issues/17194,"['can', 'use', 'key', 'geth', 'console']","['can', 'use', 'key', 'geth', 'consol']"
Negative Block Number returns incorrect error message,17193,https://github.com/ethereum/go-ethereum/issues/17193,"['negative', 'block', 'number', 'return', 'incorrect', 'error', 'message']","['neg', 'block', 'number', 'return', 'incorrect', 'error', 'messag']"
logger: Log levels for better coupling and clarity (issue #17156),17192,https://github.com/ethereum/go-ethereum/issues/17192,"['logger', 'log', 'level', 'better', 'coupling', 'clarity', 'issue', '17156']","['logger', 'log', 'level', 'better', 'coupl', 'clariti', 'issu', '17156']"
logger.go: Log levels for better coupling and clarity (issue #17156),17191,https://github.com/ethereum/go-ethereum/issues/17191,"['loggergo', 'log', 'level', 'better', 'coupling', 'clarity', 'issue', '17156']","['logger', 'go', 'log', 'level', 'better', 'coupl', 'clariti', 'issu', '17156']"
Log levels for better coupling and clarity,17190,https://github.com/ethereum/go-ethereum/issues/17190,"['log', 'level', 'better', 'coupling', 'clarity']","['log', 'level', 'better', 'coupl', 'clariti']"
Send Signed TX to POA Sealer Nodes or Standard Nodes?,17189,https://github.com/ethereum/go-ethereum/issues/17189,"['send', 'signed', 'tx', 'poa', 'sealer', 'nodes', 'standard', 'nodes']","['send', 'sign', 'tx', 'poa', 'sealer', 'node', 'standard', 'node']"
all: Indexer configurable,17188,https://github.com/ethereum/go-ethereum/issues/17188,"['indexer', 'configurable']","['index', 'configur']"
got-ethereum build failure on win10,17187,https://github.com/ethereum/go-ethereum/issues/17187,"['gotethereum', 'build', 'failure', 'win10']","['got', 'ethereum', 'build', 'failur', 'win10']"
admin.setSolc not exist,17186,https://github.com/ethereum/go-ethereum/issues/17186,"['adminsetsolc', 'exist']","['admin', 'setsolc', 'exist']"
p2p discv5 error,17185,https://github.com/ethereum/go-ethereum/issues/17185,"['p2p', 'discv5', 'error']","['p2p', 'discv5', 'error']"
p2p: correct comments typo,17184,https://github.com/ethereum/go-ethereum/issues/17184,"['p2p', 'correct', 'comment', 'typo']","['p2p', 'correct', 'comment', 'typo']"
"core, ethdb: two tiny fixes",17183,https://github.com/ethereum/go-ethereum/issues/17183,"['core', 'ethdb', 'two', 'tiny', 'fix']","['core', 'ethdb', 'two', 'tini', 'fix']"
accounts: add unit tests for URL,17182,https://github.com/ethereum/go-ethereum/issues/17182,"['account', 'add', 'unit', 'test', 'url']","['account', 'add', 'unit', 'test', 'url']"
"Disconnects both trusted and static nodes as ""useless peers""",17181,https://github.com/ethereum/go-ethereum/issues/17181,"['disconnects', 'trusted', 'static', 'node', 'useless', 'peer']","['disconnect', 'trust', 'static', 'node', 'useless', 'peer']"
Fatal: Error starting protocol stack: sync /mnt/ethereum/geth/chaindata: invalid argument,17180,https://github.com/ethereum/go-ethereum/issues/17180,"['fatal', 'error', 'starting', 'protocol', 'stack', 'sync', 'mntethereumgethchaindata', 'invalid', 'argument']","['fatal', 'error', 'start', 'protocol', 'stack', 'sync', 'mnt', 'ethereum', 'geth', 'chaindata', 'invalid', 'argument']"
Txpool is constantly growing,17179,https://github.com/ethereum/go-ethereum/issues/17179,"['txpool', 'constantly', 'growing']","['txpool', 'constantli', 'grow']"
core: check txn length when building a transaction set,17178,https://github.com/ethereum/go-ethereum/issues/17178,"['core', 'check', 'txn', 'length', 'building', 'transaction', 'set']","['core', 'check', 'txn', 'length', 'build', 'transact', 'set']"
Geth syncing always left 100k blocks behind,17177,https://github.com/ethereum/go-ethereum/issues/17177,"['geth', 'syncing', 'always', 'left', '100k', 'block', 'behind']","['geth', 'sync', 'alway', 'left', '100k', 'block', 'behind']"
cmd/geth: Fix golint issue due to have else with if block that ends with return,17176,https://github.com/ethereum/go-ethereum/issues/17176,"['cmdgeth', 'fix', 'golint', 'issue', 'due', 'else', 'block', 'end', 'return']","['cmd', 'geth', 'fix', 'golint', 'issu', 'due', 'els', 'block', 'end', 'return']"
build: Fix a typo in ci.go,17175,https://github.com/ethereum/go-ethereum/issues/17175,"['build', 'fix', 'typo', 'cigo']","['build', 'fix', 'typo', 'ci', 'go']"
cmd/swarm: change version of swarm binary,17174,https://github.com/ethereum/go-ethereum/issues/17174,"['cmdswarm', 'change', 'version', 'swarm', 'binary']","['cmd', 'swarm', 'chang', 'version', 'swarm', 'binari']"
miner: Concurrent read/write during contract deployment (issue #16933),17173,https://github.com/ethereum/go-ethereum/issues/17173,"['miner', 'concurrent', 'readwrite', 'contract', 'deployment', 'issue', '16933']","['miner', 'concurr', 'read', 'write', 'contract', 'deploy', 'issu', '16933']"
Use RLP method on iOS,17172,https://github.com/ethereum/go-ethereum/issues/17172,"['use', 'rlp', 'method', 'ios']","['use', 'rlp', 'method', 'io']"
"""message loop...EOF""  with whisper relay server",17171,https://github.com/ethereum/go-ethereum/issues/17171,"['message', 'loopeof', 'whisper', 'relay', 'server']","['messag', 'loop', 'eof', 'whisper', 'relay', 'server']"
swarm/network: bump up protocol versions due to OpenTracing PR,17170,https://github.com/ethereum/go-ethereum/issues/17170,"['swarmnetwork', 'bump', 'protocol', 'version', 'due', 'opentracing', 'pr']","['swarm', 'network', 'bump', 'protocol', 'version', 'due', 'opentrac', 'pr']"
swarm: integrate OpenTracing; propagate ctx to internal APIs,17169,https://github.com/ethereum/go-ethereum/issues/17169,"['swarm', 'integrate', 'opentracing', 'propagate', 'ctx', 'internal', 'apis']","['swarm', 'integr', 'opentrac', 'propag', 'ctx', 'intern', 'api']"
"les, light: support multi headers fetching",17168,https://github.com/ethereum/go-ethereum/issues/17168,"['le', 'light', 'support', 'multi', 'header', 'fetching']","['le', 'light', 'support', 'multi', 'header', 'fetch']"
"dashboard: fix CSS, escape special HTML chars, clean up code",17167,https://github.com/ethereum/go-ethereum/issues/17167,"['dashboard', 'fix', 'css', 'escape', 'special', 'html', 'char', 'clean', 'code']","['dashboard', 'fix', 'css', 'escap', 'special', 'html', 'char', 'clean', 'code']"
fix the algorithm of fakeBlockNumber in comments,17166,https://github.com/ethereum/go-ethereum/issues/17166,"['fix', 'algorithm', 'fakeblocknumber', 'comment']","['fix', 'algorithm', 'fakeblocknumb', 'comment']"
what‘s reason produce this problem: when i copy keystore files to windows10  mist wallet dir；,17165,https://github.com/ethereum/go-ethereum/issues/17165,"['whats', 'reason', 'produce', 'problem', 'copy', 'keystore', 'file', 'windows10', 'mist', 'wallet', 'dir']","['reason', 'produc', 'problem', 'copi', 'keystor', 'file', 'windows10', 'mist', 'wallet', 'dir']"
swarm/api: http package refactoring,17164,https://github.com/ethereum/go-ethereum/issues/17164,"['swarmapi', 'http', 'package', 'refactoring']","['swarm', 'api', 'http', 'packag', 'refactor']"
"eth.getBalance(""0xef8a6d106715c7dc7f1953dbab6e95772d39ee34"") retrun 0??but the account has 0.002958ether",17163,https://github.com/ethereum/go-ethereum/issues/17163,"['ethgetbalance0xef8a6d106715c7dc7f1953dbab6e95772d39ee34', 'retrun', '0but', 'account', '0002958ether']","['eth', 'getbal', '0xef8a6d106715c7dc7f1953dbab6e95772d39ee34', 'retrun', '0', 'account', '0', '002958ether']"
geth node (mainnet) crashes every few days,17162,https://github.com/ethereum/go-ethereum/issues/17162,"['geth', 'node', 'mainnet', 'crash', 'every', 'day']","['geth', 'node', 'mainnet', 'crash', 'everi', 'day']"
Modify the dependencies.,17161,https://github.com/ethereum/go-ethereum/issues/17161,"['modify', 'dependency']","['modifi', 'depend']"
crypto.Keccak256/crypto.Keccak256Hash multi-value byte slice does not match solidity keccak256,17160,https://github.com/ethereum/go-ethereum/issues/17160,"['cryptokeccak256cryptokeccak256hash', 'multivalue', 'byte', 'slice', 'match', 'solidity', 'keccak256']","['crypto', 'keccak256', 'crypto', 'keccak256hash', 'multi', 'valu', 'byte', 'slice', 'match', 'solid', 'keccak256']"
Pending block includes transactions by sum of transaction gas limit. Possible network DoS.,17159,https://github.com/ethereum/go-ethereum/issues/17159,"['pending', 'block', 'includes', 'transaction', 'sum', 'transaction', 'gas', 'limit', 'possible', 'network', 'dos']","['pend', 'block', 'includ', 'transact', 'sum', 'transact', 'ga', 'limit', 'possibl', 'network', 'do']"
`make test' fails for releases,17158,https://github.com/ethereum/go-ethereum/issues/17158,"['make', 'test', 'fails', 'release']","['make', 'test', 'fail', 'releas']"
Any objection to having evm disasm use hex for addresses?,17157,https://github.com/ethereum/go-ethereum/issues/17157,"['any', 'objection', 'evm', 'disasm', 'use', 'hex', 'address']","['ani', 'object', 'evm', 'disasm', 'use', 'hex', 'address']"
Better logging on android,17156,https://github.com/ethereum/go-ethereum/issues/17156,"['better', 'logging', 'android']","['better', 'log', 'android']"
cmd/geth: add developer account password support,17155,https://github.com/ethereum/go-ethereum/issues/17155,"['cmdgeth', 'add', 'developer', 'account', 'password', 'support']","['cmd', 'geth', 'add', 'develop', 'account', 'password', 'support']"
fatal error: runtime: out of memory : While setting up Private POA (Clique) Network,17154,https://github.com/ethereum/go-ethereum/issues/17154,"['fatal', 'error', 'runtime', 'memory', 'while', 'setting', 'private', 'poa', 'clique', 'network']","['fatal', 'error', 'runtim', 'memori', 'while', 'set', 'privat', 'poa', 'cliqu', 'network']"
rpc: various golint warning fixes,17153,https://github.com/ethereum/go-ethereum/issues/17153,"['rpc', 'various', 'golint', 'warning', 'fix']","['rpc', 'variou', 'golint', 'warn', 'fix']"
abiGen crashes when on tuples,17152,https://github.com/ethereum/go-ethereum/issues/17152,"['abigen', 'crash', 'tuples']","['abigen', 'crash', 'tupl']"
rpc: url.Parse can't parse filepath in windows,17151,https://github.com/ethereum/go-ethereum/issues/17151,"['rpc', 'urlparse', 'cant', 'parse', 'filepath', 'window']","['rpc', 'url', 'pars', 'pars', 'filepath', 'window']"
swarm: ctx propagation; bmt fixes; pss generic notification framework,17150,https://github.com/ethereum/go-ethereum/issues/17150,"['swarm', 'ctx', 'propagation', 'bmt', 'fix', 'ps', 'generic', 'notification', 'framework']","['swarm', 'ctx', 'propag', 'bmt', 'fix', 'pss', 'gener', 'notif', 'framework']"
"cmd: typo fixed, isntance -> instance",17149,https://github.com/ethereum/go-ethereum/issues/17149,"['cmd', 'typo', 'fixed', 'isntance', 'instance']","['cmd', 'typo', 'fix', 'isntanc', 'instanc']"
